Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,DCF Version,Gene Name,Mouse Name,Mouse,Genotype,Sex,Birth Date,Assay Date,Age In Weeks,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,-,,-,,-,,-,,-,,-,,-,,-,Mouse Status,X Ray Equipment Name,X Ray Equipment Manufacturer,X Ray Equipment Model,Level Used,Core Strain,Full Strain
MEEB,Gm648 Knockout 1 EPD0309_2_H03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120529,MGP Select,V2,Gm648,MEEB13.2k,M01167987,+/+,Female,2012-05-27,2012-09-04,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEEB,Gm648 Knockout 1 EPD0309_2_H03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120529,MGP Select,V2,Gm648,MEEB13.2j,M01167986,+/+,Female,2012-05-27,2012-09-04,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLW,Rpgrip1l Knockout 1 EPD0373_5_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120229,MGP Select,V2,Rpgrip1l,MDLW39.1f,M01082106,+/+,Female,2012-02-29,2012-06-07,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLW,Rpgrip1l Knockout 1 EPD0373_5_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120229,MGP Select,V2,Rpgrip1l,MDLW42.1e,M01082117,+/+,Female,2012-02-29,2012-06-07,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLW,Rpgrip1l Knockout 1 EPD0373_5_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120229,MGP Select,V2,Rpgrip1l,MDLW39.1g,M01082107,+/+,Female,2012-02-29,2012-06-07,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
METC,Hbs1l tm1a(KOMP)Wtsi EPD0693_2_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,Hbs1l,METC23.2d,M01373587,+/+,Female,2012-12-30,2013-04-09,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MELE,Rundc1 tm1a(EUCOMM)Wtsi EPD0023_4_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,Rundc1,MELE33.1e,M01364203,+/+,Female,2012-12-30,2013-04-09,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MELE,Rundc1 tm1a(EUCOMM)Wtsi EPD0023_4_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,Rundc1,MELE33.1f,M01364204,+/+,Female,2012-12-30,2013-04-09,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MELE,Rundc1 tm1a(EUCOMM)Wtsi EPD0023_4_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,Rundc1,MELE33.1g,M01364205,+/+,Female,2012-12-30,2013-04-09,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDWE,Dctn1 Knockout 1 EPD0359_3_B11 #3,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120926,MGP Select,V2,Dctn1,MDWE25.2f,M01279075,+/+,Female,2012-09-24,2013-01-02,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDWE,Dctn1 Knockout 1 EPD0359_3_B11 #3,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120926,MGP Select,V2,Dctn1,MDWE25.2h,M01279077,+/+,Female,2012-09-24,2013-01-02,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEBV,Fbxo7 Knockout 1 EPD0622_3_D02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Fbxo7,MEBV20.1b,M01095169,+/+,Female,2012-03-12,2012-06-19,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEBV,Fbxo7 Knockout 1 EPD0622_3_D02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Fbxo7,MEBV21.1e,M01095186,+/+,Female,2012-03-12,2012-06-19,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCLD,Tmem98 Knockout 1 EPD0343_3_C05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Tmem98,MCLD70.3b,M01092302,+/+,Female,2012-03-12,2012-06-19,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(37.5%);C57BL/6NTac(62.5%)
MCLD,Tmem98 Knockout 1 EPD0343_3_C05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Tmem98,MCLD70.3e,M01092305,+/+,Female,2012-03-12,2012-06-19,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(37.5%);C57BL/6NTac(62.5%)
MEQT,Wdr59 tm1a(EUCOMM)Wtsi EPD0596_2_B08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120521,MGP Select,V2,Wdr59,MEQT17.1g,M01159035,+/+,Female,2012-05-21,2012-08-28,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEQT,Wdr59 tm1a(EUCOMM)Wtsi EPD0596_2_B08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120521,MGP Select,V2,Wdr59,MEQT17.1i,M01159037,+/+,Female,2012-05-21,2012-08-28,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MERP,Dsg1b tm1a(KOMP)Wtsi EPD0234_5_E11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120708,MGP Select,V2,Dsg1b,MERP18.2c,M01209008,+/+,Female,2012-07-08,2012-10-15,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MERP,Dsg1b tm1a(KOMP)Wtsi EPD0234_5_E11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120708,MGP Select,V2,Dsg1b,MERP18.2d,M01209009,+/+,Female,2012-07-08,2012-10-15,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MERP,Dsg1b tm1a(KOMP)Wtsi EPD0234_5_E11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120708,MGP Select,V2,Dsg1b,MERP18.2j,M01209015,+/+,Female,2012-07-08,2012-10-15,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDYB,Ezr Knockout 2 EPD0080_2_A07 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120708,MGP Select,V2,Ezr,MDYB29.2f,M01204904,+/+,Female,2012-07-08,2012-10-15,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDYB,Ezr Knockout 2 EPD0080_2_A07 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120708,MGP Select,V2,Ezr,MDYB29.2g,M01204905,+/+,Female,2012-07-08,2012-10-15,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MELE,Rundc1 tm1a(EUCOMM)Wtsi EPD0023_4_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Rundc1,MELE30.1i,M01358901,+/+,Female,2012-12-26,2013-04-04,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MELE,Rundc1 tm1a(EUCOMM)Wtsi EPD0023_4_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Rundc1,MELE32.1g,M01364172,+/+,Female,2012-12-26,2013-04-04,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MELE,Rundc1 tm1a(EUCOMM)Wtsi EPD0023_4_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Rundc1,MELE32.1j,M01364175,+/+,Female,2012-12-26,2013-04-04,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MELE,Rundc1 tm1a(EUCOMM)Wtsi EPD0023_4_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,Rundc1,MELE31.1c,M01364178,+/+,Female,2012-12-31,2013-04-09,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFCA,Ccdc24 tm1a(KOMP)Wtsi EPD0574_3_G06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130107,MGP Select,V2,Ccdc24,MFCA26.1d,M01379520,+/+,Female,2013-01-07,2013-04-16,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFCA,Ccdc24 tm1a(KOMP)Wtsi EPD0574_3_G06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130107,MGP Select,V2,Ccdc24,MFCA28.1e,M01379530,+/+,Female,2013-01-07,2013-04-16,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEDH,Pdxk Knockout 1 EPD0521_1_A10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120730,MGP Select,V2,Pdxk,MEDH29.1f,M01226541,+/+,Female,2012-07-30,2012-11-06,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEDH,Pdxk Knockout 1 EPD0521_1_A10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120730,MGP Select,V2,Pdxk,MEDH29.1h,M01226543,+/+,Female,2012-07-30,2012-11-06,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEDH,Pdxk Knockout 1 EPD0521_1_A10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120730,MGP Select,V2,Pdxk,MEDH29.1i,M01226544,+/+,Female,2012-07-30,2012-11-06,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZY,Dlg3 Knockout 1 EPD0525_1_C08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121017,MGP Select,V2,Dlg3,MCZY61.2d,M01299883,+/+,Female,2012-10-17,2013-01-24,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZY,Dlg3 Knockout 1 EPD0525_1_C08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121017,MGP Select,V2,Dlg3,MCZY61.2g,M01299886,+/+,Female,2012-10-17,2013-01-24,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZY,Dlg3 Knockout 1 EPD0525_1_C08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121017,MGP Select,V2,Dlg3,MCZY61.2h,M01299887,+/+,Female,2012-10-17,2013-01-24,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFGX,Abracl tm1e(KOMP)Wtsi EPD0753_4_D11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130107,MGP Select,V2,Abracl,MFGX16.2d,M01374343,+/+,Female,2013-01-07,2013-04-16,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFGX,Abracl tm1e(KOMP)Wtsi EPD0753_4_D11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130107,MGP Select,V2,Abracl,MFGX16.2e,M01374344,+/+,Female,2013-01-07,2013-04-16,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFGX,Abracl tm1e(KOMP)Wtsi EPD0753_4_D11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130107,MGP Select,V2,Abracl,MFGX17.2e,M01376350,+/+,Female,2013-01-07,2013-04-16,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFGX,Abracl tm1e(KOMP)Wtsi EPD0753_4_D11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130107,MGP Select,V2,Abracl,MFGX17.2f,M01376351,+/+,Female,2013-01-07,2013-04-16,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDCK,Cyfip1 Knockout 1 EPD0555_2_B11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120805,MGP Select,V2,Cyfip1,MDCK123.1b,M01224491,+/+,Female,2012-08-05,2012-11-12,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDCK,Cyfip1 Knockout 1 EPD0555_2_B11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120805,MGP Select,V2,Cyfip1,MDCK123.1c,M01224492,+/+,Female,2012-08-05,2012-11-12,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDCK,Cyfip1 Knockout 1 EPD0555_2_B11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120805,MGP Select,V2,Cyfip1,MDCK123.1h,M01224497,+/+,Female,2012-08-05,2012-11-12,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDCK,Cyfip1 Knockout 1 EPD0555_2_B11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120805,MGP Select,V2,Cyfip1,MDCK122.1f,M01224508,+/+,Female,2012-08-05,2012-11-12,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDCK,Cyfip1 Knockout 1 EPD0555_2_B11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120805,MGP Select,V2,Cyfip1,MDCK124.1e,M01224409,+/+,Female,2012-08-05,2012-11-12,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDCK,Cyfip1 Knockout 1 EPD0555_2_B11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120805,MGP Select,V2,Cyfip1,MDCK124.1f,M01224410,+/+,Female,2012-08-05,2012-11-12,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFEU,Golt1a tm1a(KOMP)Wtsi EPD0579_4_E09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130128,MGP Select,V2,Golt1a,MFEU21.2g,M01397285,+/+,Female,2013-01-29,2013-05-08,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFEU,Golt1a tm1a(KOMP)Wtsi EPD0579_4_E09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130128,MGP Select,V2,Golt1a,MFEU21.2h,M01397286,+/+,Female,2013-01-29,2013-05-08,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFEU,Golt1a tm1a(KOMP)Wtsi EPD0579_4_E09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130128,MGP Select,V2,Golt1a,MFEU21.2j,M01397288,+/+,Female,2013-01-29,2013-05-08,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFET,Crb2 tm1a(KOMP)Wtsi EPD0603_1_B06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130210,MGP Select,V2,Crb2,MFET27.1e,M01408070,+/+,Female,2013-02-10,2013-05-20,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFET,Crb2 tm1a(KOMP)Wtsi EPD0603_1_B06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130210,MGP Select,V2,Crb2,MFET24.1e,M01408065,+/+,Female,2013-02-10,2013-05-20,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFET,Crb2 tm1a(KOMP)Wtsi EPD0603_1_B06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130210,MGP Select,V2,Crb2,MFET27.1d,M01408069,+/+,Female,2013-02-10,2013-05-20,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
